Glottocode	DatasetA	VarietyA	SoundsA	ConsonantsA	VowelsA	DatasetB	VarietyB	SoundsB	ConsonantsB	VowelsB	StrictSimilarity	AverageSimilarity	InventoryA	InventoryB
keda1250	jipa	kedayan	20	17	3	phoible	keda1250-2225	22	18	4	0.91	0.93	p b t̪ d tʃ dʒ k g m n ɲ ŋ s h w j l i a u	a b d dʒ g h i j k l m n ɲ ŋ o p ɾ s t̪ tʃ u w
keoo1238	jipa	keo	31	25	6	phoible	keoo1238-1215	30	24	6	0.97	0.98	p b t d k g ʔ ˀb ˀd ⁿb ⁿd ⁿg tʃ dʒ m n ŋ f s x h r w j l i e ə a o u	a b d dʒ e ə f g h i k l m ⁿb n ⁿd ŋ ⁿg o p r s t tʃ u w x ʔ ˀb ˀd
kera1255	jipa	kera	41	24	17	lapsyd	kera_kera1255	31	19	12	0.57	0.76	p b t d tʃ dʒ k g ʔ f v s z h ɓ ɗ m n ŋ ⱱ ɾ l w j i ɨ u ɛ a o iː ɨː uː ɛː aː ɔː ɨ̃ ɛ̃ ã ɔ̃ ĩː	ə f k j l r w ɓ tʃ ʔ s əː dʒ ɗ i iː ɛː aː h a t ɛ u m uː p ɔ ɲ ŋ n ɔː
kera1255	jipa	kera	41	24	17	upsid	kera1255-398	30	24	6	0.51	0.71	p b t d tʃ dʒ k g ʔ f v s z h ɓ ɗ m n ŋ ⱱ ɾ l w j i ɨ u ɛ a o iː ɨː uː ɛː aː ɔː ɨ̃ ɛ̃ ã ɔ̃ ĩː	a b b̰ d d̰ dʒ ə ɛ f g h i j k l m n ɲ ŋ ɔ p r s t tʃ u v w z ʔ
kera1255	jipa	kera	41	24	17	phoible	kera1255-2220	30	24	6	0.69	0.85	p b t d tʃ dʒ k g ʔ f v s z h ɓ ɗ m n ŋ ⱱ ɾ l w j i ɨ u ɛ a o iː ɨː uː ɛː aː ɔː ɨ̃ ɛ̃ ã ɔ̃ ĩː	a b ɓ d dʒ ɗ e f g h i ɨ j k l m n ŋ o p ɾ s t tʃ u v ⱱ w z ʔ
kera1255	lapsyd	kera_kera1255	31	19	12	upsid	kera1255-398	30	24	6	0.61	0.67	ə f k j l r w ɓ tʃ ʔ s əː dʒ ɗ i iː ɛː aː h a t ɛ u m uː p ɔ ɲ ŋ n ɔː	a b b̰ d d̰ dʒ ə ɛ f g h i j k l m n ɲ ŋ ɔ p r s t tʃ u v w z ʔ
kera1255	lapsyd	kera_kera1255	31	19	12	phoible	kera1255-2220	30	24	6	0.49	0.63	ə f k j l r w ɓ tʃ ʔ s əː dʒ ɗ i iː ɛː aː h a t ɛ u m uː p ɔ ɲ ŋ n ɔː	a b ɓ d dʒ ɗ e f g h i ɨ j k l m n ŋ o p ɾ s t tʃ u v ⱱ w z ʔ
kera1255	upsid	kera1255-398	30	24	6	phoible	kera1255-2220	30	24	6	0.62	0.78	a b b̰ d d̰ dʒ ə ɛ f g h i j k l m n ɲ ŋ ɔ p r s t tʃ u v w z ʔ	a b ɓ d dʒ ɗ e f g h i ɨ j k l m n ŋ o p ɾ s t tʃ u v ⱱ w z ʔ
kore1280	jipa	korean	48	20	28	lapsyd	korean_kore1280	32	21	11	0.23	0.52	p pʰ b t tʰ d k kʰ g m n ŋ f s z h c cʰ ʝ l i e ɛ a ʌ o u ɯ iː eː ɛː aː oː ʌː uː ɯː i̯e i̯ɛ i̯a i̯o i̯u i̯ʌ u̯i u̯e u̯ɛ u̯a u̯ʌ ɯi	tʃ s̪ t̪̰ t̪ʰ u e t̪ k ɯi o pʰ p̰ y l j kʰ tʃʰ n̪ æ s̪̰ p ɯ m ø i a ɤ h tʃ̰ ŋ w k̰
kore1280	jipa	korean	48	20	28	upsid	kore1280-423	32	21	11	0.23	0.53	p pʰ b t tʰ d k kʰ g m n ŋ f s z h c cʰ ʝ l i e ɛ a ʌ o u ɯ iː eː ɛː aː oː ʌː uː ɯː i̯e i̯ɛ i̯a i̯o i̯u i̯ʌ u̯i u̯e u̯ɛ u̯a u̯ʌ ɯi	a æ e ɤ̞ h i j k kʰ kˀ l m n̪ ŋ o ø p pʰ pˀ s̪ s̪ˀ t̪ t̪ʰ tʃ tʃʰ tʃˀ t̪ˀ u ɯ ɯi w y
kore1280	jipa	korean	48	20	28	phoible	kore1280-2197	48	20	28	0.41	0.80	p pʰ b t tʰ d k kʰ g m n ŋ f s z h c cʰ ʝ l i e ɛ a ʌ o u ɯ iː eː ɛː aː oː ʌː uː ɯː i̯e i̯ɛ i̯a i̯o i̯u i̯ʌ u̯i u̯e u̯ɛ u̯a u̯ʌ ɯi	a aː e eː əː ɛ ɛː h i iː ia ie iɛ io iu iʌ k k̚ kʰ l lː m n ŋ o oː p p̚ pʰ s s̚ t t̚ tɕ tɕ̚ tɕʰ tʰ u uː ua ue uɛ ui uʌ ɯ ɯː ɯi ʌ
kore1280	lapsyd	korean_kore1280	32	21	11	upsid	kore1280-423	32	21	11	0.68	0.93	tʃ s̪ t̪̰ t̪ʰ u e t̪ k ɯi o pʰ p̰ y l j kʰ tʃʰ n̪ æ s̪̰ p ɯ m ø i a ɤ h tʃ̰ ŋ w k̰	a æ e ɤ̞ h i j k kʰ kˀ l m n̪ ŋ o ø p pʰ pˀ s̪ s̪ˀ t̪ t̪ʰ tʃ tʃʰ tʃˀ t̪ˀ u ɯ ɯi w y
kore1280	lapsyd	korean_kore1280	32	21	11	phoible	kore1280-2197	48	20	28	0.23	0.54	tʃ s̪ t̪̰ t̪ʰ u e t̪ k ɯi o pʰ p̰ y l j kʰ tʃʰ n̪ æ s̪̰ p ɯ m ø i a ɤ h tʃ̰ ŋ w k̰	a aː e eː əː ɛ ɛː h i iː ia ie iɛ io iu iʌ k k̚ kʰ l lː m n ŋ o oː p p̚ pʰ s s̚ t t̚ tɕ tɕ̚ tɕʰ tʰ u uː ua ue uɛ ui uʌ ɯ ɯː ɯi ʌ
kore1280	upsid	kore1280-423	32	21	11	phoible	kore1280-2197	48	20	28	0.23	0.57	a æ e ɤ̞ h i j k kʰ kˀ l m n̪ ŋ o ø p pʰ pˀ s̪ s̪ˀ t̪ t̪ʰ tʃ tʃʰ tʃˀ t̪ˀ u ɯ ɯi w y	a aː e eː əː ɛ ɛː h i iː ia ie iɛ io iu iʌ k k̚ kʰ l lː m n ŋ o oː p p̚ pʰ s s̚ t t̚ tɕ tɕ̚ tɕʰ tʰ u uː ua ue uɛ ui uʌ ɯ ɯː ɯi ʌ
kumz1235	jipa	kumzari	34	26	8	phoible	kumz1235-2221	35	27	8	0.92	0.92	p b t d tˠ k g q ʔ tʃ dʒ m n f s sˠ zˠ ʃ χ ʁ ħ ɦ ɻ j w l iː eː ɪ̽ ɐ̟ aː ʊ̽ uː oː	aː ɐ̟ b d dˠ dʒ eː f g ħ ɦ i̽ iː j k l m n oː p q ɻ ʁ s sˠ ʃ t tˠ tʃ uː ʊ̽ w zˠ ʔ χ
kuna1268	jipa	kunama	53	43	10	lapsyd	kunama_kuna1268	35	22	13	0.49	0.63	b t d tʃ dʒ k g kʷ gʷ m n ɲ ŋ f s z ʃ h r w j l ʎ bː tː dː tʃː dʒː kː gː kʷː gʷː mː nː ɲː ŋː fː sː zː ʃː wː jː lː i e u o a aː iː eː uː oː	ai g s j ŋ tʃ uː n ɲ m h o t̪ iː b kʷ e au aː gʷ ʃ f w eː k a oː u d̪ ʎ oi ɹ dʒ i l
kuna1268	jipa	kunama	53	43	10	upsid	kuna1268-433	26	19	7	0.34	0.57	b t d tʃ dʒ k g kʷ gʷ m n ɲ ŋ f s z ʃ h r w j l ʎ bː tː dː tʃː dʒː kː gː kʷː gʷː mː nː ɲː ŋː fː sː zː ʃː wː jː lː i e u o a aː iː eː uː oː	a b d̪ dʒ e̞ f g h i ɪ j k l m n ɲ ŋ o̞ r s ʃ t̪ tʃ u ʊ w
kuna1268	jipa	kunama	53	43	10	phoible	kuna1268-2198	31	23	8	0.40	0.63	b t d tʃ dʒ k g kʷ gʷ m n ɲ ŋ f s z ʃ h r w j l ʎ bː tː dː tʃː dʒː kː gː kʷː gʷː mː nː ɲː ŋː fː sː zː ʃː wː jː lː i e u o a aː iː eː uː oː	ɑ ɑi ɑu b d̪ dʒ e f g gʷ h i j k kʷ l ʎ m n ɲ ŋ o oi r s ʃ t̪ tʃ u z β̞
kuna1268	lapsyd	kunama_kuna1268	35	22	13	upsid	kuna1268-433	26	19	7	0.53	0.72	ai g s j ŋ tʃ uː n ɲ m h o t̪ iː b kʷ e au aː gʷ ʃ f w eː k a oː u d̪ ʎ oi ɹ dʒ i l	a b d̪ dʒ e̞ f g h i ɪ j k l m n ɲ ŋ o̞ r s ʃ t̪ tʃ u ʊ w
kuna1268	lapsyd	kunama_kuna1268	35	22	13	phoible	kuna1268-2198	31	23	8	0.61	0.84	ai g s j ŋ tʃ uː n ɲ m h o t̪ iː b kʷ e au aː gʷ ʃ f w eː k a oː u d̪ ʎ oi ɹ dʒ i l	ɑ ɑi ɑu b d̪ dʒ e f g gʷ h i j k kʷ l ʎ m n ɲ ŋ o oi r s ʃ t̪ tʃ u z β̞
kuna1268	upsid	kuna1268-433	26	19	7	phoible	kuna1268-2198	31	23	8	0.54	0.69	a b d̪ dʒ e̞ f g h i ɪ j k l m n ɲ ŋ o̞ r s ʃ t̪ tʃ u ʊ w	ɑ ɑi ɑu b d̪ dʒ e f g gʷ h i j k kʷ l ʎ m n ɲ ŋ o oi r s ʃ t̪ tʃ u z β̞
lisu1250	jipa	lizu	47	39	8	phoible	lisu1250-1121	33	25	8	0.43	0.60	p pʰ b t tʰ d k kʰ g q qʰ ʔ ts tsʰ dz tʃ tʃʰ dʒ tɕ tɕʰ dʑ m n ɲ ŋ s z ʃ ʒ ɕ ʑ x ɣ h w ɹ j l ɬ i y ə e æ ɐ o u	a æ ɒ b d dz ɘ f g ɣ ɪ ɨ j k kʰ l m n ŋ ø p pʰ s t tʰ ts tsʰ ʊ v w x z ʔ
shix1238	jipa	lowerxumi	64	51	13	jipa	upperxumi	66	51	15	0.67	0.81	p pʰ b t tʰ d k kʰ g q qʰ ɢ ts tsʰ dz ʈʂʰ ʈʂ ɖʐ tʃ tʃʰ dʒ tɕ tɕʰ dʑ m̥ m n̥ n ɲ̊ ɲ ŋ̊ ŋ s z ʃ ʒ ɕ ʑ x ɣ ʁ h ɦ w ɹ j l̥ l ʎ̥ ʎ ɹ̩ i e ɛ ɐ ɑ ʉ o u ĩ ɛ̃ ɐ̃ õ ɑ̃	p pʰ b t tʰ d k kʰ g q qʰ ts tsʰ dz ʈʂ ʈʂʰ ɖʐ tɕ tɕʰ dʑ m̥ m n̥ n ɲ ŋ s z ʂ ʐ ɕ ʑ x χ ʁ h ɦ w ɹ j l̥ l ʎ̥ ʎ ɹ̩ ⁿb ⁿd ⁿdz ⁿdʑ ⁿɖʐ ⁿg i e ɛ ɜ u ʉ o ɔ ɐ ĩ ɛ̃ ũ ɔ̃ ɐ̃ ɘ̃
shix1238	jipa	lowerxumi	64	51	13	phoible	shix1238-2230	64	51	13	0.88	0.98	p pʰ b t tʰ d k kʰ g q qʰ ɢ ts tsʰ dz ʈʂʰ ʈʂ ɖʐ tʃ tʃʰ dʒ tɕ tɕʰ dʑ m̥ m n̥ n ɲ̊ ɲ ŋ̊ ŋ s z ʃ ʒ ɕ ʑ x ɣ ʁ h ɦ w ɹ j l̥ l ʎ̥ ʎ ɹ̩ i e ɛ ɐ ɑ ʉ o u ĩ ɛ̃ ɐ̃ õ ɑ̃	ɐ ɐ̃ ɑ ɑ̃ b ɕ d dz dʑ dʒ ɖʐ e ɛ ɛ̃ g ɢ ɣ h ɦ i ĩ j k kʰ l l̥ ȴ ȴ̥ m m̥ n n̥ ɲ̟ ɲ̟̥ ŋ ŋ̊ o õ p pʰ q qʰ ɹ ɹ̩ ʁ s ʃ t tɕ tɕʰ tʰ ts tsʰ tʃ tʃʰ ʈʂ ʈʂʰ u ʉ w x z ʑ ʒ
shix1238	jipa	lowerxumi	64	51	13	phoible	shix1238-2231	65	51	14	0.61	0.78	p pʰ b t tʰ d k kʰ g q qʰ ɢ ts tsʰ dz ʈʂʰ ʈʂ ɖʐ tʃ tʃʰ dʒ tɕ tɕʰ dʑ m̥ m n̥ n ɲ̊ ɲ ŋ̊ ŋ s z ʃ ʒ ɕ ʑ x ɣ ʁ h ɦ w ɹ j l̥ l ʎ̥ ʎ ɹ̩ i e ɛ ɐ ɑ ʉ o u ĩ ɛ̃ ɐ̃ õ ɑ̃	ɐ ɐ̃ b ɕ d dz dʑ ɖʐ e ɛ ɛ̃ ɜ g h ɦ i ĩ j k kʰ l l̥ ȴ ȴ̥ m m̥ n n̥ ⁿb ⁿd ⁿdz ⁿdʑ ⁿg ɲ̟̥ ⁿɖʐ ŋ o ɔ ɔ̃ p pʰ q qʰ ɹ ɹ̩ ʁ s ʂ t tɕ tɕʰ tʰ ts tsʰ ʈʂ ʈʂʰ u ũ ʉ w x z ʐ ʑ χ
shix1238	jipa	upperxumi	66	51	15	phoible	shix1238-2230	64	51	13	0.60	0.80	p pʰ b t tʰ d k kʰ g q qʰ ts tsʰ dz ʈʂ ʈʂʰ ɖʐ tɕ tɕʰ dʑ m̥ m n̥ n ɲ ŋ s z ʂ ʐ ɕ ʑ x χ ʁ h ɦ w ɹ j l̥ l ʎ̥ ʎ ɹ̩ ⁿb ⁿd ⁿdz ⁿdʑ ⁿɖʐ ⁿg i e ɛ ɜ u ʉ o ɔ ɐ ĩ ɛ̃ ũ ɔ̃ ɐ̃ ɘ̃	ɐ ɐ̃ ɑ ɑ̃ b ɕ d dz dʑ dʒ ɖʐ e ɛ ɛ̃ g ɢ ɣ h ɦ i ĩ j k kʰ l l̥ ȴ ȴ̥ m m̥ n n̥ ɲ̟ ɲ̟̥ ŋ ŋ̊ o õ p pʰ q qʰ ɹ ɹ̩ ʁ s ʃ t tɕ tɕʰ tʰ ts tsʰ tʃ tʃʰ ʈʂ ʈʂʰ u ʉ w x z ʑ ʒ
shix1238	jipa	upperxumi	66	51	15	phoible	shix1238-2231	65	51	14	0.90	0.98	p pʰ b t tʰ d k kʰ g q qʰ ts tsʰ dz ʈʂ ʈʂʰ ɖʐ tɕ tɕʰ dʑ m̥ m n̥ n ɲ ŋ s z ʂ ʐ ɕ ʑ x χ ʁ h ɦ w ɹ j l̥ l ʎ̥ ʎ ɹ̩ ⁿb ⁿd ⁿdz ⁿdʑ ⁿɖʐ ⁿg i e ɛ ɜ u ʉ o ɔ ɐ ĩ ɛ̃ ũ ɔ̃ ɐ̃ ɘ̃	ɐ ɐ̃ b ɕ d dz dʑ ɖʐ e ɛ ɛ̃ ɜ g h ɦ i ĩ j k kʰ l l̥ ȴ ȴ̥ m m̥ n n̥ ⁿb ⁿd ⁿdz ⁿdʑ ⁿg ɲ̟̥ ⁿɖʐ ŋ o ɔ ɔ̃ p pʰ q qʰ ɹ ɹ̩ ʁ s ʂ t tɕ tɕʰ tʰ ts tsʰ ʈʂ ʈʂʰ u ũ ʉ w x z ʐ ʑ χ
shix1238	phoible	shix1238-2230	64	51	13	phoible	shix1238-2231	65	51	14	0.68	0.81	ɐ ɐ̃ ɑ ɑ̃ b ɕ d dz dʑ dʒ ɖʐ e ɛ ɛ̃ g ɢ ɣ h ɦ i ĩ j k kʰ l l̥ ȴ ȴ̥ m m̥ n n̥ ɲ̟ ɲ̟̥ ŋ ŋ̊ o õ p pʰ q qʰ ɹ ɹ̩ ʁ s ʃ t tɕ tɕʰ tʰ ts tsʰ tʃ tʃʰ ʈʂ ʈʂʰ u ʉ w x z ʑ ʒ	ɐ ɐ̃ b ɕ d dz dʑ ɖʐ e ɛ ɛ̃ ɜ g h ɦ i ĩ j k kʰ l l̥ ȴ ȴ̥ m m̥ n n̥ ⁿb ⁿd ⁿdz ⁿdʑ ⁿg ɲ̟̥ ⁿɖʐ ŋ o ɔ ɔ̃ p pʰ q qʰ ɹ ɹ̩ ʁ s ʂ t tɕ tɕʰ tʰ ts tsʰ ʈʂ ʈʂʰ u ũ ʉ w x z ʐ ʑ χ
sout2832	jipa	luanyjangdinka	58	20	38	phoible	sout2832-2168	59	20	39	0.98	0.98	p b t̪ d̪ t d c ɟ k g m n̪ n ɲ ŋ r w j ɰ l i iˑ iː i̤ i̤ˑ i̤ː e eˑ eː e̤ e̤ˑ e̤ː ɛˑ ɛː ɛ̤ ɛ̤ˑ ɛ̤ː a aˑ aː a̤ a̤ˑ a̤ː ɔ ɔˑ ɔː ɔ̤ ɔ̤ˑ ɔ̤ː o oˑ oː o̤ o̤ˑ o̤ː ṳ ṳˑ ṳː	a a̤ aː a̤ː aˑ a̤ˑ b c d d̪ e e̤ eː e̤ː eˑ e̤ˑ ɛ ɛ̤ ɛː ɛ̤ː ɛˑ ɛ̤ˑ g i i̤ iː i̤ː iˑ i̤ˑ j ɟ k l m n n̪ ɲ ŋ o o̤ oː o̤ː oˑ o̤ˑ ɔ ɔ̤ ɔː ɔ̤ː ɔˑ ɔ̤ˑ p r t t̪ ṳ ṳː ṳˑ ɰ w
luxe1241	jipa	luxembourgish	55	25	30	phoible	luxe1241-2200	46	24	22	0.58	0.77	p b t d k g m n ŋ f v s z ʃ ʒ χ ʁ h ts tʃ r j l dʒ pf iː i eː e ə æ aː ɑ ɐ o oː uː u iə ɜɪ æːɪ æːʊ ɑɪ ɑʊ əʊ uə yː øː œː oɪ ɛ̃ː õː y œ ɑ̃ː	aː æ æːɪ æːʊ ɐ ɑ ɑɪ ɑʊ e eː ə əʊ ɛː ɜɪ f h i iː iə j k̚ kʰ l m n ŋ o oː p̚ pʰ ʀ ʁ s ʃ t̚ tʰ ts tʃ u uː uə v w z ʒ χ
besi1244	jipa	mahmeri	58	30	28	phoible	besi1244-2201	58	30	28	0.78	0.97	p b t d k g ʔ pʰ tʰ kʰ m̥ m n̥ n ɲ̊ ɲ ŋ̊ ŋ ɾ s h tɕ dʑ tɕʰ ʍ w j ɰ l̥ l i ĩ e ẽ ɛ ɛ̃ ɨ̞ ə ə̃ a ã ɯ ɯ̃ u ũ o õ ɔ ɔ̃ i̤ e̤ ɛ̤ a̤ ə̤ ɯ̤ ṳ o̤ ɔ̤	ɑ ɑ̃ ɑ̤ b d̺ dʑ e ẽ e̤ ə ə̠̃ ə̤ ɛ ɛ̃ ɛ̤ g h i ĩ i̤ ɨ̞ j k kʰ l l̥ m m̥ n n̥ ɲ ɲ̊ ŋ ŋ̊ o õ o̤ ɔ ɔ̃ ɔ̤ p pʰ ɾ s t̻ tɕ tɕʰ t̻ʰ u ũ ṳ ɯ ɯ̃ ɯ̤ ɰ w ʍ ʔ
maka1311	jipa	makasar	37	32	5	lapsyd	makassarese_maka1311	24	19	5	0.61	0.67	p pː t tː c cː k kː ʔ b d ɟ g s sː h m mː n nː ɲ ɲː ŋ ŋː l lː r rː w wː j jː i e a u o	ɲ ɟ n d ʔ t̪ o r j w g a i u h m c p s k e l b ŋ
maka1311	jipa	makasar	37	32	5	phoible	maka1311-1677	23	18	5	0.62	0.64	p pː t tː c cː k kː ʔ b d ɟ g s sː h m mː n nː ɲ ɲː ŋ ŋː l lː r rː w wː j jː i e a u o	a b c d e g h i j ɟ k l m n ɲ ŋ o p r s t u w
maka1311	lapsyd	makassarese_maka1311	24	19	5	phoible	maka1311-1677	23	18	5	0.88	0.91	ɲ ɟ n d ʔ t̪ o r j w g a i u h m c p s k e l b ŋ	a b c d e g h i j ɟ k l m n ɲ ŋ o p r s t u w
mamb1294	jipa	mambay	60	26	34	phoible	mamb1294-1054	50	26	24	0.75	0.86	p b t d k g kp gb ɓ ɗ m n ŋ ⱱ̟ ɽ f v s z h j ʔʲ w ʔ̰ʷ l ʔ i ĩ ḭ e ḛ a ã a̰ o o̰ u ũ ṵ iː ĩː eː aː ãː oː uː ũː iˤ aˤ uˤ ĩˤ ẽˤ ãˤ õˤ ũˤ ḭ̃ ḛ̃ ã̰ õ̰ ṵ̃	a ã a̰ ã̰ aː ãː b ɓ d ᶑ e ḛ eː f g gb h i ĩ ḭ ḭ̃ iː ĩː j k kp l m n ŋ o o̰ oː p ɽ s t u ũ ṵ ṵ̃ uː ũː v ⱱ̟ w z ʔ ˀj̰ ˀw̰
mapu1245	jipa	mapudungun	28	22	6	lapsyd	mapudungun_mapu1245	26	20	6	0.42	0.69	p t̪ t k tʃ ʈʂ m n̪ n ɲ ŋ f θ s ʃ ʐ ɣ j l̪ l ʎ w ɪ ë ɐ̝ ö ʊ ɘ	ŋ ʈɻ̝̊ n ɔ l̪ m ɲ j ɸ ɻ u ɛ ʎ t p tʃ s w ð̠ i n̪ k a ɯ l t̪
mapu1245	jipa	mapudungun	28	22	6	upsid	mapu1245-230	26	20	6	0.46	0.76	p t̪ t k tʃ ʈʂ m n̪ n ɲ ŋ f θ s ʃ ʐ ɣ j l̪ l ʎ w ɪ ë ɐ̝ ö ʊ ɘ	a ɛ i j k l l̪ ʎ m n n̪ ɲ ŋ ɔ p ɸ s t t̪ tʃ ʈɻ̝̊ u ɯ w ɻ̝ θ
mapu1245	lapsyd	mapudungun_mapu1245	26	20	6	upsid	mapu1245-230	26	20	6	0.86	0.93	ŋ ʈɻ̝̊ n ɔ l̪ m ɲ j ɸ ɻ u ɛ ʎ t p tʃ s w ð̠ i n̪ k a ɯ l t̪	a ɛ i j k l l̪ ʎ m n n̪ ɲ ŋ ɔ p ɸ s t t̪ tʃ ʈɻ̝̊ u ɯ w ɻ̝ θ
mono1270	jipa	mono	41	33	8	phoible	mono1270-1143	41	33	8	0.95	1.00	p b t d tʃ dʒ k g kp gb ʔ ɓ ɗ m n ɲ f v s z ʃ ʒ h ⁿb ⁿd ⁿdʒ ⁿg ⁿgb ⱱ̟ r j w l i e ɨ ə a ɔ o u	a b ɓ d dʒ ɗ e ə f g gb h i ɨ j k kp l m ⁿb n ⁿd ⁿdʒ ɲ ⁿg ⁿgb o ɔ p r s ʃ t tʃ u v ⱱ w z ʒ ʔ
nara1262	jipa	nara	54	42	12	lapsyd	nara_nara1262	35	25	10	0.51	0.64	b t d tɕ dʑ k g kʷ gʷ ⁿb ⁿd ⁿg ⁿgʷ m n ɲ ŋ f s z ɕ h r w j l bː tː dː tɕː dʑː kː gː ɕː mː nː fː sː rː lː wː jː i e a o u iː eː aː oː uː ai̯ au̯	ɕ ⁿg n̪ ɾ ŋ ⁿb ⁿd̪ f h k s b j d̪ u ⁿgʷ tɕ ɲ iː oː a aː dʑ i l w eː e gʷ uː o g t̪ m kʷ
nara1262	jipa	nara	54	42	12	upsid	nara1262-501	22	17	5	0.31	0.46	b t d tɕ dʑ k g kʷ gʷ ⁿb ⁿd ⁿg ⁿgʷ m n ɲ ŋ f s z ɕ h r w j l bː tː dː tɕː dʑː kː gː ɕː mː nː fː sː rː lː wː jː i e a o u iː eː aː oː uː ai̯ au̯	a b d dʒ e̞ f g h i j k l m n ŋ o̞ r s ʃ t u w
nara1262	jipa	nara	54	42	12	phoible	nara1262-2203	53	43	10	0.51	0.85	b t d tɕ dʑ k g kʷ gʷ ⁿb ⁿd ⁿg ⁿgʷ m n ɲ ŋ f s z ɕ h r w j l bː tː dː tɕː dʑː kː gː ɕː mː nː fː sː rː lː wː jː i e a o u iː eː aː oː uː ai̯ au̯	ɑ ɑː b bː ɕ̟ ɕ̟ː d̪ d̪ː dʑ̟ː dʑ̟ e eː f fː g gː gʷ h hː i iː j jː k kː kʷ l lː m mː ⁿb n̪ n̪ː ⁿd̪ ɲ ⁿg ⁿgʷ ŋ o oː rː ɾ s sː t̪ t̪ː tɕ̟ː tɕ̟ u uː w wː z
nara1262	lapsyd	nara_nara1262	35	25	10	upsid	nara1262-501	22	17	5	0.33	0.59	ɕ ⁿg n̪ ɾ ŋ ⁿb ⁿd̪ f h k s b j d̪ u ⁿgʷ tɕ ɲ iː oː a aː dʑ i l w eː e gʷ uː o g t̪ m kʷ	a b d dʒ e̞ f g h i j k l m n ŋ o̞ r s ʃ t u w
nara1262	lapsyd	nara_nara1262	35	25	10	phoible	nara1262-2203	53	43	10	0.52	0.68	ɕ ⁿg n̪ ɾ ŋ ⁿb ⁿd̪ f h k s b j d̪ u ⁿgʷ tɕ ɲ iː oː a aː dʑ i l w eː e gʷ uː o g t̪ m kʷ	ɑ ɑː b bː ɕ̟ ɕ̟ː d̪ d̪ː dʑ̟ː dʑ̟ e eː f fː g gː gʷ h hː i iː j jː k kː kʷ l lː m mː ⁿb n̪ n̪ː ⁿd̪ ɲ ⁿg ⁿgʷ ŋ o oː rː ɾ s sː t̪ t̪ː tɕ̟ː tɕ̟ u uː w wː z
nara1262	upsid	nara1262-501	22	17	5	phoible	nara1262-2203	53	43	10	0.21	0.41	a b d dʒ e̞ f g h i j k l m n ŋ o̞ r s ʃ t u w	ɑ ɑː b bː ɕ̟ ɕ̟ː d̪ d̪ː dʑ̟ː dʑ̟ e eː f fː g gː gʷ h hː i iː j jː k kː kʷ l lː m mː ⁿb n̪ n̪ː ⁿd̪ ɲ ⁿg ⁿgʷ ŋ o oː rː ɾ s sː t̪ t̪ː tɕ̟ː tɕ̟ u uː w wː z
nepa1254	jipa	nepali	67	56	11	lapsyd	nepalikathmandudialect_nepa1254	40	29	11	0.47	0.71	p b pʰ bʱ t d tʰ dʱ ʈ ɖ ʈʰ ɖʱ k g kʰ gʱ ts dz tsʰ dzʱ m n ŋ ɳ r s ɦ l w j pː bː pʰː bʰː tː dː tʰː dʰː ʈː ɖː ʈʲʰː ɖʱː kː gː kʰː gʱː tsː dzː tsʰː dzʱː mː nː ŋː rː sː lː i u e o ʌ a ĩ ũ ẽ ʌ̃ ã	o w t̪ʰ n ɖʱ dz a h ɾ p tsʰ d̪ʱ l i m g ũ b u ʈʰ dzʱ ts ã e pʰ k bʱ d̪ ĩ ʈ ɖ t̪ ẽ ʌ j kʰ s gʱ ʌ̃ ŋ
nepa1254	jipa	nepali	67	56	11	phoible	nepa1254-2204	74	53	21	0.62	0.81	p b pʰ bʱ t d tʰ dʱ ʈ ɖ ʈʰ ɖʱ k g kʰ gʱ ts dz tsʰ dzʱ m n ŋ ɳ r s ɦ l w j pː bː pʰː bʰː tː dː tʰː dʰː ʈː ɖː ʈʲʰː ɖʱː kː gː kʰː gʱː tsː dzː tsʰː dzʱː mː nː ŋː rː sː lː i u e o ʌ a ĩ ũ ẽ ʌ̃ ã	a ã ai au b bʱ bː bʱː d̪ d̪ʱ d̪ː d̪ʱː dz dzʱ dzː dzʱː ɖ ɖʱ ɖː ɖʱː e ẽ ei eu g gʱ gː gʱː ɦ i ĩ iu k kː kʰ kʰː l lː m mː n nː ŋ ŋː o oi ou p pː pʰ pʰː r rː s sː t̪ t̪ː t̪ʰ t̪ʰː ts tsː tsʰ tsʰː ʈ ʈː ʈʰ ʈʰː u ũ ui ʌ ʌ̃ ʌi ʌu
nepa1254	lapsyd	nepalikathmandudialect_nepa1254	40	29	11	phoible	nepa1254-2204	74	53	21	0.46	0.62	o w t̪ʰ n ɖʱ dz a h ɾ p tsʰ d̪ʱ l i m g ũ b u ʈʰ dzʱ ts ã e pʰ k bʱ d̪ ĩ ʈ ɖ t̪ ẽ ʌ j kʰ s gʱ ʌ̃ ŋ	a ã ai au b bʱ bː bʱː d̪ d̪ʱ d̪ː d̪ʱː dz dzʱ dzː dzʱː ɖ ɖʱ ɖː ɖʱː e ẽ ei eu g gʱ gː gʱː ɦ i ĩ iu k kː kʰ kʰː l lː m mː n nː ŋ ŋː o oi ou p pː pʰ pʰː r rː s sː t̪ t̪ː t̪ʰ t̪ʰː ts tsː tsʰ tsʰː ʈ ʈː ʈʰ ʈʰː u ũ ui ʌ ʌ̃ ʌi ʌu
